0,1,2,3,4,5,6,7,8,9,10,11,12,MWD,Mn,conv
-4.42774760723114,3.9730831384658813,3.01084440946579,1.6534996032714844,0.2592182159423828,5.101688027381897,4.17190957069397,-4.302063509821892,-3.771252155303955,-4.379292964935303,-4.243115395307541,-1.3790695667266846,-0.777298092842102,1.9264508737238446,6691.66064453125,0.8213039040565491
-4.789068102836609,-1.898260165937245,4.340871095657349,1.4304420948028564,1.39878511428833,2.3358193039894104,2.5642778873443604,-2.8498799204826355,-1.8497366905212402,-1.5511221885681152,-4.139889687299728,-2.762367829680443,0.8914437294006348,1.5450367771483742,32461.71484375,0.22094829380512238
-4.769679546356201,4.516668677330017,4.533173561096191,-0.5384188890457153,0.7454793453216553,1.2938756495714188,2.911207675933838,-3.649255096912384,-2.297806739807129,-3.0164096355438232,-2.1638652682304382,-2.436138331890106,0.32867348194122314,3.2113692915162044,50477.22265625,1.0
-4.108265042304993,3.3850347995758057,-1.2061716467142105,-0.8684248924255371,-1.386462390422821,6.294509291648865,3.6243226528167725,-4.614908009767532,-3.1446746587753296,-3.5307745933532715,-3.7756047546863556,-2.8084770143032074,-0.1476609706878662,1.5200074509032226,47478.2578125,0.24350009858608246
-4.8542362451553345,1.0907681286334991,-0.11619457602500916,1.8856127262115479,-0.9089194536209106,2.728150486946106,2.345449060201645,-2.1926798820495605,-2.7284460067749023,-3.7179824113845825,-2.9563825726509094,-1.6382309198379517,0.9595972299575806,2.1686506498985003,10436.4599609375,1.0
-5.565628796815872,2.963844418525696,-1.8867521826177835,-0.2848461866378784,0.13267993927001953,5.4575828313827515,6.852072596549988,-4.1928888857364655,-1.1303832530975342,-4.739925563335419,-2.085222005844116,-2.207036256790161,-0.9196661785244942,1.1379233210844975,667.724853515625,0.013142400421202183
-5.755331724882126,4.397914707660675,0.6519532203674316,1.1700489521026611,1.7532389163970947,5.856187701225281,6.657859206199646,-4.797134071588516,-2.4549942016601562,-1.2611868381500244,-3.1004311442375183,-1.1008566617965698,0.028611421585083008,1.973026904416268,1825.1849365234375,0.43935298919677734
-4.594086289405823,2.7492446303367615,-0.39357899129390717,-0.4803917407989502,-0.9235584735870361,3.737255811691284,3.6295602917671204,-2.2036781907081604,-2.487748384475708,-2.663027048110962,-4.442613899707794,-2.7920353561639786,-0.765174075961113,1.4942123063369213,31385.158203125,0.32287201285362244
-5.403432250022888,2.3931045532226562,-0.4437810331583023,0.7805500030517578,-0.8454722166061401,4.959420084953308,1.9879424273967743,-2.6252779960632324,-2.0645089149475098,-1.257995367050171,-2.734447658061981,-2.4744094014167786,-0.971318680793047,1.5243432492961009,9943.552734375,0.42999058961868286
-5.980103423818946,2.4749417901039124,0.3388848900794983,0.8760867118835449,0.3182373046875,6.942236661911011,3.129631221294403,-2.618788480758667,-4.6092667281627655,-4.4353525042533875,-4.552980229258537,-1.6908894777297974,-0.005738317966461182,2.0109368529369283,12310.6337890625,0.7932780981063843
